m_row$$,awg_id,schadorg,ausgenommen,sortier_nr
AAAxcCAAEAAACeLAAk,006788-63/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAl,006788-64/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAm,006788-65/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAn,006788-66/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAo,006788-67/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAp,006788-68/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAq,006788-61/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAr,006788-62/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAs,006788-63/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAt,006788-64/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAu,006788-65/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAv,006788-66/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAw,006788-67/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAx,006788-68/00-003,ALEUSP,N,3.0
AAAxcCAAEAAACeLAAy,006788-61/00-003,COLEBF,N,4.0
AAAxcCAAEAAACeLAAz,006788-62/00-003,COLEBF,N,4.0
AAAxcCAAEAAACeLAA0,006788-63/00-003,COLEBF,N,4.0
AAAxcCAAEAAACeWAAx,034046-62/00-004,YHALM,N,1.0
AAAxcCAAEAAACeWAAy,034046-63/00-004,YHALM,N,1.0
AAAxcCAAEAAACeWAAz,034046-60/00-005,YHALM,N,1.0
AAAxcCAAEAAACeWAA0,034046-61/00-005,YHALM,N,1.0
AAAxcCAAEAAACeWAA1,034046-62/00-005,YHALM,N,1.0
AAAxcCAAEAAACeWAA2,034046-63/00-005,YHALM,N,1.0
AAAxcCAAEAAACeWAA3,034046-60/04-001,WXSXX,N,1.0
AAAxcCAAEAAACeWAA4,034046-61/04-001,WXSXX,N,1.0
AAAxcCAAEAAACeWAA5,034046-62/04-001,WXSXX,N,1.0
AAAxcCAAEAAACeWAA6,034046-63/04-001,WXSXX,N,1.0
AAAxcCAAEAAACeWAA7,008126-60/00-001,YHALM,N,
AAAxcCAAEAAACeWAA8,00A657-60/01-001,PSDCHE,N,1.0
AAAxcCAAEAAACeWAA9,00A657-61/01-001,PSDCHE,N,1.0
AAAxcCAAEAAACeWAA+,00A657-62/01-001,PSDCHE,N,1.0
AAAxcCAAEAAACeWAA/,00A657-63/01-001,PSDCHE,N,1.0
AAAxcCAAEAAACeWABA,00A657-64/01-001,PSDCHE,N,1.0
AAAxcCAAEAAACeWABB,00A657-65/01-001,PSDCHE,N,1.0
AAAxcCAAEAAACeWABC,00A657-60/01-002,LEPTNO,N,1.0
AAAxcCAAEAAACeWABD,00A657-61/01-002,LEPTNO,N,1.0
AAAxcCAAEAAACeWABE,00A657-62/01-002,LEPTNO,N,1.0
AAAxcCAAEAAACeWABF,00A657-63/01-002,LEPTNO,N,1.0
AAAxcCAAEAAACeWABG,00A657-64/01-002,LEPTNO,N,1.0
AAAxcCAAEAAACeWABH,00A657-65/01-002,LEPTNO,N,1.0
AAAxcCAAEAAACeWABI,00A657-60/01-002,SEPTTR,N,2.0
AAAxcCAAEAAACeWABJ,00A657-61/01-002,SEPTTR,N,2.0
AAAxcCAAEAAACeWABK,00A657-62/01-002,SEPTTR,N,2.0
AAAxcCAAEAAACeWABL,00A657-63/01-002,SEPTTR,N,2.0
AAAxcCAAEAAACeWABM,00A657-64/01-002,SEPTTR,N,2.0
AAAxcCAAEAAACeWABN,00A657-65/01-002,SEPTTR,N,2.0
AAAxcCAAEAAACeWABO,00A657-60/01-003,ERYSGR,N,1.0
AAAxcCAAEAAACeWABP,00A657-61/01-003,ERYSGR,N,1.0
AAAxcCAAEAAACeWABQ,00A657-62/01-003,ERYSGR,N,1.0
AAAxcCAAEAAACeWABR,00A657-63/01-003,ERYSGR,N,1.0
AAAxcCAAEAAACeWABS,00A657-64/01-003,ERYSGR,N,1.0
AAAxcCAAEAAACeWABT,00A657-65/01-003,ERYSGR,N,1.0
AAAxcCAAEAAACeWABU,00A657-60/01-003,PYRNTR,N,2.0
AAAxcCAAEAAACeWABV,00A657-61/01-003,PYRNTR,N,2.0
AAAxcCAAEAAACeWABW,00A657-62/01-003,PYRNTR,N,2.0
AAAxcCAAEAAACeWABX,00A657-63/01-003,PYRNTR,N,2.0
AAAxcCAAEAAACeWABY,00A657-64/01-003,PYRNTR,N,2.0
AAAxcCAAEAAACeWABZ,00A657-65/01-003,PYRNTR,N,2.0
AAAxcCAAEAAACeWABa,00A657-60/01-004,PUCCST,N,1.0
AAAxcCAAEAAACeWABb,00A657-61/01-004,PUCCST,N,1.0
AAAxcCAAEAAACeWABc,00A657-62/01-004,PUCCST,N,1.0
AAAxcCAAEAAACeWABd,00A657-63/01-004,PUCCST,N,1.0
AAAxcCAAEAAACeWABe,00A657-64/01-004,PUCCST,N,1.0
AAAxcCAAEAAACeWABf,00A657-65/01-004,PUCCST,N,1.0
AAAxcCAAEAAACeWABg,00A657-60/01-004,PUCCRE,N,2.0
AAAxcCAAEAAACeWABh,00A657-61/01-004,PUCCRE,N,2.0
AAAxcCAAEAAACeWABi,00A657-62/01-004,PUCCRE,N,2.0
AAAxcCAAEAAACeWABj,00A657-63/01-004,PUCCRE,N,2.0
AAAxcCAAEAAACeWABk,00A657-64/01-004,PUCCRE,N,2.0
AAAxcCAAEAAACeWABl,00A657-65/01-004,PUCCRE,N,2.0
AAAxcCAAEAAACeWABm,00A657-60/01-005,FUSASP,N,1.0
AAAxcCAAEAAACeWABn,00A657-61/01-005,FUSASP,N,1.0
AAAxcCAAEAAACeWABo,00A657-62/01-005,FUSASP,N,1.0
AAAxcCAAEAAACeWABp,00A657-63/01-005,FUSASP,N,1.0
AAAxcCAAEAAACeWABq,00A657-64/01-005,FUSASP,N,1.0
AAAxcCAAEAAACeWABr,00A657-65/01-005,FUSASP,N,1.0
AAAxcCAAEAAACeWABs,024172-60/00-001,TETRSP,N,1.0
AAAxcCAAEAAACeWABt,024172-61/00-001,TETRSP,N,1.0
AAAxcCAAEAAACeWABu,024172-62/00-001,TETRSP,N,1.0
AAAxcCAAEAAACeWABv,024172-60/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeWABw,024172-61/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeWABx,024172-62/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeWABy,024172-60/00-003,COXXSP,N,1.0
AAAxcCAAEAAACeWABz,024172-61/00-003,COXXSP,N,1.0
AAAxcCAAEAAACeWAB0,024172-62/00-003,COXXSP,N,1.0
AAAxcCAAEAAACeWAB1,024172-60/00-004,COXXSP,N,1.0
AAAxcCAAEAAACeWAB2,024172-61/00-004,COXXSP,N,1.0
AAAxcCAAEAAACeWAB3,024172-62/00-004,COXXSP,N,1.0
AAAxcCAAEAAACeWAB4,024172-60/00-005,PSECSP,N,1.0
AAAxcCAAEAAACeWAB5,024172-61/00-005,PSECSP,N,1.0
AAAxcCAAEAAACeWAB6,024172-62/00-005,PSECSP,N,1.0
AAAxcCAAEAAACeWAB7,024172-60/00-006,PSECSP,N,1.0
AAAxcCAAEAAACeWAB8,024172-61/00-006,PSECSP,N,1.0
AAAxcCAAEAAACeWAB9,024172-62/00-006,PSECSP,N,1.0
AAAxcCAAEAAACeWAB+,024182-60/00-001,TETRSP,N,
AAAxcCAAEAAACeWAB/,024182-62/00-001,TETRSP,N,
AAAxcCAAEAAACeWACA,024182-63/00-001,TETRSP,N,
AAAxcCAAEAAACeWACB,024182-66/00-001,TETRSP,N,
AAAxcCAAEAAACeWACC,024182-67/00-001,TETRSP,N,
AAAxcCAAEAAACeWACD,024182-60/00-003,TETRSP,N,
AAAxcCAAEAAACeWACE,024182-62/00-003,TETRSP,N,
AAAxcCAAEAAACeWACF,024182-63/00-003,TETRSP,N,
AAAxcCAAEAAACeWACG,024182-66/00-003,TETRSP,N,
AAAxcCAAEAAACeWACH,024182-67/00-003,TETRSP,N,
AAAxcCAAEAAACeWACI,024182-60/00-005,TETRSP,N,
AAAxcCAAEAAACeWACJ,024182-62/00-005,TETRSP,N,
AAAxcCAAEAAACeWACK,024182-63/00-005,TETRSP,N,
AAAxcCAAEAAACeWACL,024182-66/00-005,TETRSP,N,
AAAxcCAAEAAACeWACM,024182-67/00-005,TETRSP,N,
AAAxcCAAEAAACeWACN,024182-60/00-006,TETRSP,N,
AAAxcCAAEAAACeWACO,024182-62/00-006,TETRSP,N,
AAAxcCAAEAAACeWACP,024182-63/00-006,TETRSP,N,
AAAxcCAAEAAACeWACQ,024182-66/00-006,TETRSP,N,
AAAxcCAAEAAACeWACR,024182-67/00-006,TETRSP,N,
AAAxcCAAEAAACeWACS,024182-60/00-007,PSECSP,N,
AAAxcCAAEAAACeWACT,024182-62/00-007,PSECSP,N,
AAAxcCAAEAAACeWACU,024182-63/00-007,PSECSP,N,
AAAxcCAAEAAACeWACV,024182-66/00-007,PSECSP,N,
AAAxcCAAEAAACeWACW,024182-67/00-007,PSECSP,N,
AAAxcCAAEAAACeWACX,024182-60/00-008,PSECSP,N,
AAAxcCAAEAAACeWACY,024182-62/00-008,PSECSP,N,
AAAxcCAAEAAACeWACZ,024182-63/00-008,PSECSP,N,
AAAxcCAAEAAACeWACa,024182-66/00-008,PSECSP,N,
AAAxcCAAEAAACeWACb,024182-67/00-008,PSECSP,N,
AAAxcCAAEAAACeWACc,024182-60/00-009,COXXSP,N,
AAAxcCAAEAAACeWACd,024182-62/00-009,COXXSP,N,
AAAxcCAAEAAACeWACe,024182-63/00-009,COXXSP,N,
AAAxcCAAEAAACeWACf,024182-66/00-009,COXXSP,N,
AAAxcCAAEAAACeWACg,024182-67/00-009,COXXSP,N,
AAAxcCAAEAAACeWACh,024182-60/00-010,COXXSP,N,
AAAxcCAAEAAACeWACi,024182-62/00-010,COXXSP,N,
AAAxcCAAEAAADXfAAR,043743-66/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAS,043743-67/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAT,043743-68/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAU,043743-69/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAV,043743-61/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAW,043743-62/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAX,043743-63/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAY,043743-64/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAZ,043743-65/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAa,043743-66/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAb,043743-67/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAc,043743-68/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAd,043743-69/00-077,APXXSP,N,1.0
AAAxcCAAEAAADXfAAe,043743-61/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAf,043743-62/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAg,043743-63/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAh,043743-64/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAi,043743-65/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAj,043743-66/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAk,043743-67/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAl,043743-68/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAm,043743-69/00-078,APXXSP,N,1.0
AAAxcCAAEAAADXfAAn,043743-61/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAo,043743-62/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAp,043743-63/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAq,043743-64/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAr,043743-65/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAs,043743-66/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAt,043743-67/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAu,043743-68/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAv,043743-69/00-079,APXXSP,N,1.0
AAAxcCAAEAAADXfAAw,043743-61/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAAx,043743-62/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAAy,043743-63/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAAz,043743-64/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAA0,043743-65/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAA1,043743-66/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAA2,043743-67/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAA3,043743-68/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAA4,043743-69/00-080,APXXSP,N,1.0
AAAxcCAAEAAADXfAA5,043743-61/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfAA6,043743-62/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfAA7,043743-63/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfAA8,043743-64/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfAA9,043743-65/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfAA+,043743-66/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfAA/,043743-67/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfABA,043743-68/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfABB,043743-69/00-081,APXXSP,N,1.0
AAAxcCAAEAAADXfABC,043743-61/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABD,043743-62/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABE,043743-63/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABF,043743-64/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABG,043743-65/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABH,043743-66/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABI,043743-67/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABJ,043743-68/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABK,043743-69/00-082,APXXSP,N,1.0
AAAxcCAAEAAADXfABL,043743-61/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABM,043743-62/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABN,043743-63/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABO,043743-64/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABP,043743-65/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABQ,043743-66/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABR,043743-67/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABS,043743-68/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABT,043743-69/00-083,APXXSP,N,1.0
AAAxcCAAEAAADXfABU,043743-61/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABV,043743-62/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABW,043743-63/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABX,043743-64/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABY,043743-65/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABZ,043743-66/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABa,043743-67/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABb,043743-68/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABc,043743-69/00-084,APXXSP,N,1.0
AAAxcCAAEAAADXfABd,043743-61/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABe,043743-62/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABf,043743-63/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABg,043743-64/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABh,043743-65/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABi,043743-66/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABj,043743-67/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABk,043743-68/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABl,043743-69/00-085,APXXSP,N,1.0
AAAxcCAAEAAADXfABm,043743-61/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABn,043743-62/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABo,043743-63/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABp,043743-64/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABq,043743-65/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABr,043743-66/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABs,043743-67/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABt,043743-68/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABu,043743-69/00-086,APXXSP,N,1.0
AAAxcCAAEAAADXfABv,043743-61/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfABw,043743-62/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfABx,043743-63/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfABy,043743-64/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfABz,043743-65/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfAB0,043743-66/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfAB1,043743-67/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfAB2,043743-68/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfAB3,043743-69/00-087,APXXSP,N,1.0
AAAxcCAAEAAADXfAB4,043743-61/00-088,APXXSP,N,1.0
AAAxcCAAEAAADXfAB5,043743-62/00-088,APXXSP,N,1.0
AAAxcCAAEAAADTuAAw,006299-00/00-007,ERYSSP,N,2.0
AAAxcCAAEAAADTuAAx,006299-00/00-007,FXBFXX,N,1.0
AAAxcCAAEAAADTuAAy,006299-00/00-008,ERYSSP,N,2.0
AAAxcCAAEAAADTuAAz,006299-00/00-008,UREDXX,N,1.0
AAAxcCAAEAAADTuAA0,006776-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAADTuAA1,006776-00/00-001,VERSS,J,2.0
AAAxcCAAEAAADTuAA2,006776-00/00-001,GALAP,J,3.0
AAAxcCAAEAAADTuAA3,006776-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAADTuAA4,006776-00/00-002,VERSS,J,2.0
AAAxcCAAEAAADTuAA5,006776-00/00-002,GALAP,J,3.0
AAAxcCAAEAAADTuAA6,007158-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAADTuAA7,007158-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAADTuAA8,008405-00/08-001,UREDXX,N,1.0
AAAxcCAAEAAADTuAA9,008405-00/08-002,FXBFXX,N,1.0
AAAxcCAAEAAADTuAA+,00B365-00/00-001,FUSASP,N,1.0
AAAxcCAAEAAADTuAA/,00B365-00/00-001,PYTHSP,N,2.0
AAAxcCAAEAAADTuABA,00B365-00/00-001,APHACO,N,3.0
AAAxcCAAEAAADTuABB,00A559-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAADTuABC,00A559-00/00-001,APESV,N,2.0
AAAxcCAAEAAADTuABD,00A559-00/00-001,POAAN,N,3.0
AAAxcCAAEAAADTuABE,00A559-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAADTuABF,00A559-00/00-002,TTTMS,N,2.0
AAAxcCAAEAAADTuABG,00A559-00/00-004,TTTDS,N,1.0
AAAxcCAAEAAADTuABH,00A559-00/00-004,TTTMS,N,2.0
AAAxcCAAEAAADTuABI,00A559-00/00-005,TTTDS,N,1.0
AAAxcCAAEAAADTuABJ,00A559-00/00-005,APESV,N,2.0
AAAxcCAAEAAADTuABK,00A559-00/00-005,POAAN,N,3.0
AAAxcCAAEAAADTuABL,00A559-00/00-006,TTTDS,N,1.0
AAAxcCAAEAAADTuABM,00A559-00/00-006,TTTMS,N,2.0
AAAxcCAAEAAADTuABN,00A559-00/00-007,TTTDS,N,1.0
AAAxcCAAEAAADTuABO,00A559-00/00-007,TTTMS,N,2.0
AAAxcCAAEAAADTuABP,028571-00/00-001,ALOMY,N,1.0
AAAxcCAAEAAACeZAAl,024780-61/04-005,ARGESP,N,3.0
AAAxcCAAEAAACeZAAm,024780-64/04-005,ARGESP,N,3.0
AAAxcCAAEAAACeZAAn,024780-67/04-005,ARGESP,N,3.0
AAAxcCAAEAAACeZAAo,024780-72/04-005,COLEBF,N,4.0
AAAxcCAAEAAACeZAAp,024780-60/04-005,COLEBF,N,4.0
AAAxcCAAEAAACeZAAq,024780-61/04-005,COLEBF,N,4.0
AAAxcCAAEAAACeZAAr,024780-64/04-005,COLEBF,N,4.0
AAAxcCAAEAAACeZAAs,024780-67/04-005,COLEBF,N,4.0
AAAxcCAAEAAACeZAAt,024780-72/04-006,APXXSP,N,1.0
AAAxcCAAEAAACeZAAu,024780-60/04-006,APXXSP,N,1.0
AAAxcCAAEAAACeZAAv,024780-61/04-006,APXXSP,N,1.0
AAAxcCAAEAAACeZAAw,024780-64/04-006,APXXSP,N,1.0
AAAxcCAAEAAACeZAAx,024780-67/04-006,APXXSP,N,1.0
AAAxcCAAEAAACeZAAy,024780-72/04-007,LEPISF,N,1.0
AAAxcCAAEAAACeZAAz,024780-60/04-007,LEPISF,N,1.0
AAAxcCAAEAAACeZAA0,024780-61/04-007,LEPISF,N,1.0
AAAxcCAAEAAACeZAA1,024780-64/04-007,LEPISF,N,1.0
AAAxcCAAEAAACeZAA2,024780-67/04-007,LEPISF,N,1.0
AAAxcCAAEAAACeZAA3,024780-72/04-007,TORTRC,J,2.0
AAAxcCAAEAAACeZAA4,024780-60/04-007,TORTRC,J,2.0
AAAxcCAAEAAACeZAA5,024780-61/04-007,TORTRC,J,2.0
AAAxcCAAEAAACeZAA6,024780-64/04-007,TORTRC,J,2.0
AAAxcCAAEAAACeZAA7,024780-67/04-007,TORTRC,J,2.0
AAAxcCAAEAAACeZAA8,024780-72/04-007,ARGESP,N,3.0
AAAxcCAAEAAACeZAA9,024780-60/04-007,ARGESP,N,3.0
AAAxcCAAEAAACeZAA+,024780-61/04-007,ARGESP,N,3.0
AAAxcCAAEAAACeZAA/,024780-64/04-007,ARGESP,N,3.0
AAAxcCAAEAAACeZABA,024780-67/04-007,ARGESP,N,3.0
AAAxcCAAEAAACeZABB,024780-72/04-007,COLEBF,N,4.0
AAAxcCAAEAAACeZABC,024780-60/04-007,COLEBF,N,4.0
AAAxcCAAEAAACeZABD,024780-61/04-007,COLEBF,N,4.0
AAAxcCAAEAAACeZABE,024780-64/04-007,COLEBF,N,4.0
AAAxcCAAEAAACeZABF,024780-67/04-007,COLEBF,N,4.0
AAAxcCAAEAAACeZABG,024780-72/04-008,APXXSP,N,1.0
AAAxcCAAEAAACeZABH,024780-60/04-008,APXXSP,N,1.0
AAAxcCAAEAAACeZABI,024780-61/04-008,APXXSP,N,1.0
AAAxcCAAEAAACeZABJ,024780-64/04-008,APXXSP,N,1.0
AAAxcCAAEAAACeZABK,024780-67/04-008,APXXSP,N,1.0
AAAxcCAAEAAACeZABL,024780-72/04-009,LEPISF,N,1.0
AAAxcCAAEAAACeZABM,024780-60/04-009,LEPISF,N,1.0
AAAxcCAAEAAACeZABN,024780-61/04-009,LEPISF,N,1.0
AAAxcCAAEAAACeZABO,024780-64/04-009,LEPISF,N,1.0
AAAxcCAAEAAACeZABP,024780-67/04-009,LEPISF,N,1.0
AAAxcCAAEAAACeZABQ,024780-72/04-009,TORTRC,J,2.0
AAAxcCAAEAAACeZABR,024780-60/04-009,TORTRC,J,2.0
AAAxcCAAEAAACeZABS,024780-61/04-009,TORTRC,J,2.0
AAAxcCAAEAAACeZABT,024780-64/04-009,TORTRC,J,2.0
AAAxcCAAEAAACeZABU,024780-67/04-009,TORTRC,J,2.0
AAAxcCAAEAAACeZABV,024780-72/04-010,APXXSP,N,1.0
AAAxcCAAEAAACeZABW,024780-60/04-010,APXXSP,N,1.0
AAAxcCAAEAAACeZABX,024780-61/04-010,APXXSP,N,1.0
AAAxcCAAEAAACeZABY,024780-64/04-010,APXXSP,N,1.0
AAAxcCAAEAAACeZABZ,024780-67/04-010,APXXSP,N,1.0
AAAxcCAAEAAACeZABa,024780-72/04-010,NASORN,J,2.0
AAAxcCAAEAAACeZABb,024780-60/04-010,NASORN,J,2.0
AAAxcCAAEAAACeZABc,024780-61/04-010,NASORN,J,2.0
AAAxcCAAEAAACeZABd,024780-64/04-010,NASORN,J,2.0
AAAxcCAAEAAACeZABe,024780-67/04-010,NASORN,J,2.0
AAAxcCAAEAAACeZABf,024780-72/04-011,ISXXXX,N,1.0
AAAxcCAAEAAACeZABg,024780-60/04-011,ISXXXX,N,1.0
AAAxcCAAEAAACeZABh,024780-61/04-011,ISXXXX,N,1.0
AAAxcCAAEAAACeZABi,024780-64/04-011,ISXXXX,N,1.0
AAAxcCAAEAAACeZABj,024780-67/04-011,ISXXXX,N,1.0
AAAxcCAAEAAACeZABk,024780-72/04-012,LEPISF,N,1.0
AAAxcCAAEAAACeZABl,024780-60/04-012,LEPISF,N,1.0
AAAxcCAAEAAACeZABm,024780-61/04-012,LEPISF,N,1.0
AAAxcCAAEAAACeZABn,024780-64/04-012,LEPISF,N,1.0
AAAxcCAAEAAACeZABo,024780-67/04-012,LEPISF,N,1.0
AAAxcCAAEAAACeZABp,024780-72/04-012,TORTRC,J,2.0
AAAxcCAAEAAACeZABq,024780-60/04-012,TORTRC,J,2.0
AAAxcCAAEAAACeZABr,024780-61/04-012,TORTRC,J,2.0
AAAxcCAAEAAACeZABs,024780-64/04-012,TORTRC,J,2.0
AAAxcCAAEAAACeZABt,024780-67/04-012,TORTRC,J,2.0
AAAxcCAAEAAACeZABu,024780-72/04-019,LEPISF,N,1.0
AAAxcCAAEAAACeZABv,024780-60/04-019,LEPISF,N,1.0
AAAxcCAAEAAACeZABw,024780-61/04-019,LEPISF,N,1.0
AAAxcCAAEAAACeZABx,024780-64/04-019,LEPISF,N,1.0
AAAxcCAAEAAACeZABy,024780-67/04-019,LEPISF,N,1.0
AAAxcCAAEAAACeZABz,024780-72/04-019,TORTRC,J,2.0
AAAxcCAAEAAACeZAB0,024780-60/04-019,TORTRC,J,2.0
AAAxcCAAEAAACeZAB1,024780-61/04-019,TORTRC,J,2.0
AAAxcCAAEAAACeZAB2,024780-64/04-019,TORTRC,J,2.0
AAAxcCAAEAAACeZAB3,024780-67/04-019,TORTRC,J,2.0
AAAxcCAAEAAACeZAB4,024780-72/04-019,ARGESP,N,3.0
AAAxcCAAEAAACeZAB5,024780-60/04-019,ARGESP,N,3.0
AAAxcCAAEAAACeZAB6,024780-61/04-019,ARGESP,N,3.0
AAAxcCAAEAAACeZAB7,024780-64/04-019,ARGESP,N,3.0
AAAxcCAAEAAACeZAB8,024780-67/04-019,ARGESP,N,3.0
AAAxcCAAEAAACeZAB9,024780-72/04-019,COLEBF,N,4.0
AAAxcCAAEAAACeZAB+,024780-60/04-019,COLEBF,N,4.0
AAAxcCAAEAAACeZAB/,024780-61/04-019,COLEBF,N,4.0
AAAxcCAAEAAACeZACA,024780-64/04-019,COLEBF,N,4.0
AAAxcCAAEAAACeZACB,024780-67/04-019,COLEBF,N,4.0
AAAxcCAAEAAACeZACC,024780-72/04-019,OTIOSP,J,5.0
AAAxcCAAEAAACeZACD,024780-60/04-019,OTIOSP,J,5.0
