m_row$$,awg_id,schadorg,ausgenommen,sortier_nr
AAAxcCAAEAAACeCACf,034028-66/00-022,YSTAF,N,1.0
AAAxcCAAEAAACeCACg,034028-67/00-022,YSTAF,N,1.0
AAAxcCAAEAAACeCACh,034028-60/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACi,034028-61/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACj,034028-62/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACk,034028-63/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACl,034028-64/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACm,034028-65/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACn,034028-66/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACo,034028-67/00-023,BOTRFA,N,1.0
AAAxcCAAEAAACeCACp,034028-60/00-024,UROMVF,N,1.0
AAAxcCAAEAAACeCACq,034028-61/00-024,UROMVF,N,1.0
AAAxcCAAEAAACeDAAA,034028-61/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAB,034028-62/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAC,034028-63/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAD,034028-64/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAE,034028-65/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAF,034028-66/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAG,034028-67/07-006,PHRABU,N,1.0
AAAxcCAAEAAACeDAAH,034028-60/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAI,034028-61/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAJ,034028-62/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAK,034028-63/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAL,034028-64/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAM,034028-65/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAN,034028-66/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAO,034028-67/08-001,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAP,034028-60/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAQ,034028-61/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAR,034028-62/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAS,034028-63/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAT,034028-64/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAU,034028-65/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAV,034028-66/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAW,034028-67/08-002,FXBFXX,N,1.0
AAAxcCAAEAAACeDAAX,034028-60/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAY,034028-61/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAZ,034028-62/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAa,034028-63/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAb,034028-64/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAc,034028-65/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAd,034028-66/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAe,034028-67/09-001,COLLET,N,1.0
AAAxcCAAEAAACeDAAf,034028-60/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAg,034028-61/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAh,034028-62/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAi,034028-63/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAj,034028-64/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAk,034028-65/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAl,034028-66/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAm,034028-67/10-001,UROMPS,N,
AAAxcCAAEAAACeDAAn,034028-60/10-002,ERYSSP,N,
AAAxcCAAEAAACeDAAo,034028-61/10-002,ERYSSP,N,
AAAxcCAAEAAACeDAAp,034028-62/10-002,ERYSSP,N,
AAAxcCAAEAAADXeACo,043743-62/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXeACp,043743-63/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXeACq,043743-64/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXeACr,043743-65/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXeACs,043743-66/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXfAAA,043743-67/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXfAAB,043743-68/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXfAAC,043743-69/00-074,APXXSP,N,1.0
AAAxcCAAEAAADXfAAD,043743-61/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAE,043743-62/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAF,043743-63/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAG,043743-64/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAH,043743-65/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAI,043743-66/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAJ,043743-67/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAK,043743-68/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAL,043743-69/00-075,APXXSP,N,1.0
AAAxcCAAEAAADXfAAM,043743-61/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAN,043743-62/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAO,043743-63/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAP,043743-64/00-076,APXXSP,N,1.0
AAAxcCAAEAAADXfAAQ,043743-65/00-076,APXXSP,N,1.0
AAAxcCAAEAAACezABc,00B023-60/01-006,RHIZSP,N,1.0
AAAxcCAAEAAACezABd,00B023-60/01-006,BOTRCI,N,3.0
AAAxcCAAEAAACezABe,00B023-60/01-007,RHIZSP,N,1.0
AAAxcCAAEAAACezABf,00B023-60/01-007,BOTRCI,N,3.0
AAAxcCAAEAAACezABg,00B023-60/01-008,PSPECU,N,3.0
AAAxcCAAEAAACezABh,00B023-60/01-010,SPHRFU,N,1.0
AAAxcCAAEAAACezABi,00B023-60/01-010,ERYSCI,N,2.0
AAAxcCAAEAAACezABj,00B023-60/01-010,PSPECU,N,3.0
AAAxcCAAEAAACezABk,00B023-60/01-011,PSPECU,N,3.0
AAAxcCAAEAAACeNABW,024785-72/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABX,024785-73/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABY,024785-74/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABZ,024785-75/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABa,024785-76/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABb,024785-77/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABc,024785-78/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABd,024785-79/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABe,024785-80/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABf,024785-81/02-019,ARGESP,N,3.0
AAAxcCAAEAAACeNABg,024785-60/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABh,024785-62/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABi,024785-63/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABj,024785-64/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABk,024785-65/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABl,024785-66/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABm,024785-67/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABn,024785-68/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABo,024785-69/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABp,024785-70/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABq,024785-71/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABr,024785-72/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABs,024785-73/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABt,024785-74/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABu,024785-75/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABv,024785-76/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABw,024785-77/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABx,024785-78/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABy,024785-79/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNABz,024785-80/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNAB0,024785-81/02-019,COLEBF,N,4.0
AAAxcCAAEAAACeNAB1,024785-60/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB2,024785-62/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB3,024785-63/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB4,024785-64/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB5,024785-65/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB6,024785-66/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB7,024785-67/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB8,024785-68/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB9,024785-69/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB+,024785-70/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNAB/,024785-71/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACA,024785-72/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACB,024785-73/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACC,024785-74/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACD,024785-75/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACE,024785-76/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACF,024785-77/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACG,024785-78/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACH,024785-79/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACI,024785-80/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACJ,024785-81/02-019,OTIOSP,J,5.0
AAAxcCAAEAAACeNACK,024780-72/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeNACL,024780-60/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeNACM,024780-61/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeNACN,024780-64/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeNACO,024780-67/00-002,TETRSP,N,1.0
AAAxcCAAEAAACeNACP,024780-72/00-005,ISXXXX,N,
AAAxcCAAEAAACeNACQ,024780-60/00-005,ISXXXX,N,
AAAxcCAAEAAACeNACR,024780-61/00-005,ISXXXX,N,
AAAxcCAAEAAACeNACS,024780-64/00-005,ISXXXX,N,
AAAxcCAAEAAACeNACT,024780-67/00-005,ISXXXX,N,
AAAxcCAAEAAACeNACU,024780-72/00-005,IBXXXX,N,
AAAxcCAAEAAACeNACV,024780-60/00-005,IBXXXX,N,
AAAxcCAAEAAACeNACW,024780-61/00-005,IBXXXX,N,
AAAxcCAAEAAACeNACX,024780-64/00-005,IBXXXX,N,
AAAxcCAAEAAACeNACY,024780-67/00-005,IBXXXX,N,
AAAxcCAAEAAACeNACZ,024780-72/00-006,APXXSP,N,1.0
AAAxcCAAEAAACeNACa,024780-60/00-006,APXXSP,N,1.0
AAAxcCAAEAAACeNACb,024780-61/00-006,APXXSP,N,1.0
AAAxcCAAEAAACeNACc,024780-64/00-006,APXXSP,N,1.0
AAAxcCAAEAAACeNACd,024780-67/00-006,APXXSP,N,1.0
AAAxcCAAEAAACeNACe,024780-72/00-008,IBXXXX,N,1.0
AAAxcCAAEAAACeNACf,024780-60/00-008,IBXXXX,N,1.0
AAAxcCAAEAAACeNACg,024780-61/00-008,IBXXXX,N,1.0
AAAxcCAAEAAACeNACh,024780-64/00-008,IBXXXX,N,1.0
AAAxcCAAEAAACeNACi,024780-67/00-008,IBXXXX,N,1.0
AAAxcCAAEAAACeNACj,024780-72/00-009,APXXSP,N,1.0
AAAxcCAAEAAACeNACk,024780-60/00-009,APXXSP,N,1.0
AAAxcCAAEAAACeNACl,024780-61/00-009,APXXSP,N,1.0
AAAxcCAAEAAACeNACm,024780-64/00-009,APXXSP,N,1.0
AAAxcCAAEAAACeNACn,024780-67/00-009,APXXSP,N,1.0
AAAxcCAAEAAACeNACo,024780-72/00-012,ISXXXX,N,1.0
AAAxcCAAEAAACeNACp,024780-60/00-012,ISXXXX,N,1.0
AAAxcCAAEAAACeNACq,024780-61/00-012,ISXXXX,N,1.0
AAAxcCAAEAAACeNACr,024780-64/00-012,ISXXXX,N,1.0
AAAxcCAAEAAACeNACs,024780-67/00-012,ISXXXX,N,1.0
AAAxcCAAEAAACeOAAA,00A045-62/00-002,YHALM,N,1.0
AAAxcCAAEAAACeOAAB,00A045-63/00-002,YHALM,N,1.0
AAAxcCAAEAAACeOAAC,00A045-64/00-002,YHALM,N,1.0
AAAxcCAAEAAACeOAAD,00A045-60/00-003,YHALM,N,1.0
AAAxcCAAEAAACeOAAE,00A045-61/00-003,YHALM,N,1.0
AAAxcCAAEAAACeOAAF,00A045-62/00-003,YHALM,N,1.0
AAAxcCAAEAAACeOAAG,00A045-63/00-003,YHALM,N,1.0
AAAxcCAAEAAACeOAAH,00A045-64/00-003,YHALM,N,1.0
AAAxcCAAEAAACeOAAI,00A045-60/00-004,YHALM,N,1.0
AAAxcCAAEAAACeOAAJ,00A045-61/00-004,YHALM,N,1.0
AAAxcCAAEAAACeOAAK,00A045-62/00-004,YHALM,N,1.0
AAAxcCAAEAAACeOAAL,00A045-63/00-004,YHALM,N,1.0
AAAxcCAAEAAACeOAAM,00A045-64/00-004,YHALM,N,1.0
AAAxcCAAEAAACeOAAN,00A045-60/00-005,YHALM,N,1.0
AAAxcCAAEAAACeOAAO,00A045-61/00-005,YHALM,N,1.0
AAAxcCAAEAAACeOAAP,00A045-62/00-005,YHALM,N,1.0
AAAxcCAAEAAACeOAAQ,00A045-63/00-005,YHALM,N,1.0
AAAxcCAAEAAACeOAAR,00A045-64/00-005,YHALM,N,1.0
AAAxcCAAEAAACeOAAS,00A045-60/00-006,YHALM,N,1.0
AAAxcCAAEAAACeOAAT,00A045-61/00-006,YHALM,N,1.0
AAAxcCAAEAAACeOAAU,00A045-62/00-006,YHALM,N,1.0
AAAxcCAAEAAACeOAAV,00A045-63/00-006,YHALM,N,1.0
AAAxcCAAEAAACeOAAW,00A045-64/00-006,YHALM,N,1.0
AAAxcCAAEAAACeOAAX,005177-60/00-001,VENTSP,N,
AAAxcCAAEAAACeOAAY,005177-60/01-001,DIDYAP,N,1.0
AAAxcCAAEAAACeOAAZ,005177-60/01-002,RBSPRU,N,1.0
AAAxcCAAEAAACeOAAa,005177-60/01-003,NECTGA,N,
AAAxcCAAEAAACeOAAb,005177-60/01-004,GODRCA,N,1.0
AAAxcCAAEAAACeOAAc,005177-60/02-001,GLOMCI,N,1.0
AAAxcCAAEAAACeOAAd,005177-60/04-001,GLOMCI,N,1.0
AAAxcCAAEAAACeOAAe,005177-60/09-001,COLLET,N,1.0
AAAxcCAAEAAACeOAAf,005177-60/09-001,BOTRCI,N,2.0
AAAxcCAAEAAACeOAAg,00B243-60/00-001,YHALM,N,1.0
AAAxcCAAEAAACeOAAh,00B243-60/00-002,YHALM,N,1.0
AAAxcCAAEAAACeOAAi,00B243-60/00-003,YHALM,N,1.0
AAAxcCAAEAAACeOAAj,00B243-60/00-004,YHALM,N,1.0
AAAxcCAAEAAACeOAAk,00B243-60/00-005,YHALM,N,1.0
AAAxcCAAEAAACeOAAl,00B243-60/00-006,YHALM,N,1.0
AAAxcCAAEAAACeOAAm,00B243-60/00-007,YHALM,N,1.0
AAAxcCAAEAAACeOAAn,00B243-60/00-008,YHALM,N,1.0
AAAxcCAAEAAACeOAAo,00B243-60/00-009,YHALM,N,1.0
AAAxcCAAEAAACeZAAk,024780-60/04-005,ARGESP,N,3.0
AAAxcCAAEAAADXNABk,006288-00/00-002,TTTMS,N,1.0
AAAxcCAAEAAADXNABl,006288-00/00-002,TTTDS,N,2.0
AAAxcCAAEAAADXNABm,006288-00/02-002,TTTMS,N,1.0
AAAxcCAAEAAADXNABn,006288-00/02-002,TTTDS,N,2.0
AAAxcCAAEAAADXNABo,006288-00/02-003,TTTMS,N,1.0
AAAxcCAAEAAADXNABp,006288-00/02-003,TTTDS,N,2.0
AAAxcCAAEAAADXNABq,006288-00/01-001,TTTMS,N,
AAAxcCAAEAAADXNABr,006288-00/01-001,TTTDS,N,
AAAxcCAAEAAADXNABs,00B072-00/00-001,APXXSP,N,1.0
AAAxcCAAEAAADXNABt,00B072-00/00-002,CARPPO,N,1.0
AAAxcCAAEAAADXNABu,00B072-00/00-003,LEPTDE,N,1.0
AAAxcCAAEAAADXNABv,00B072-00/00-006,CEUTNA,N,1.0
AAAxcCAAEAAADXNABw,00B072-00/00-007,CEUTQU,N,1.0
AAAxcCAAEAAADXNABx,00B072-00/00-008,CEUTQU,N,1.0
AAAxcCAAEAAADXNABy,00B524-00/01-002,LYGUSP,N,1.0
AAAxcCAAEAAADXNABz,00B524-00/01-003,LEMASP,N,1.0
AAAxcCAAEAAADXNAB0,00B524-00/01-004,THRITB,N,2.0
AAAxcCAAEAAADXNAB1,00B524-00/01-004,APXXSP,N,1.0
AAAxcCAAEAAADXNAB2,00B524-00/01-005,CEUTNA,N,1.0
AAAxcCAAEAAADXNAB3,00B524-00/01-007,CEUTAS,N,1.0
AAAxcCAAEAAADXNAB4,00B524-00/01-008,DASYBR,N,1.0
AAAxcCAAEAAADXNAB5,00B524-00/01-009,EURYMA,N,1.0
AAAxcCAAEAAADXNAB6,00B524-00/01-010,APXXSP,N,1.0
AAAxcCAAEAAADXNAB7,00B524-00/01-010,THRITB,N,2.0
AAAxcCAAEAAADXNAB8,00A695-00/05-001,PEROSP,N,1.0
AAAxcCAAEAAADXNAB9,00A695-00/05-002,PEROSP,N,1.0
AAAxcCAAEAAADXNAB+,00B276-00/00-001,PLASVI,N,1.0
AAAxcCAAEAAADXNAB/,00B276-00/00-003,PHYTIN,N,1.0
AAAxcCAAEAAADXNACA,027795-00/00-001,GAEUGR,N,1.0
AAAxcCAAEAAADXNACB,027795-00/00-002,GAEUGR,N,1.0
AAAxcCAAEAAADXNACC,027795-00/00-003,GAEUGR,N,1.0
AAAxcCAAEAAADXNACD,008499-00/00-001,SPHRPA,N,1.0
AAAxcCAAEAAADXNACE,008499-00/00-002,SPHRPA,N,1.0
AAAxcCAAEAAADXNACF,008499-00/00-003,ERYSSP,N,1.0
AAAxcCAAEAAADXNACG,028866-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAADXNACH,028866-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAADXNACI,008810-00/01-001,TTTDS,N,1.0
AAAxcCAAEAAADXNACJ,008810-00/01-002,TTTDS,N,1.0
AAAxcCAAEAAADXNACK,008810-00/01-003,TTTDS,N,1.0
AAAxcCAAEAAADXNACL,00B068-00/00-001,AVEFA,N,2.0
AAAxcCAAEAAADXNACM,00B068-00/00-001,LOLPE,N,3.0
AAAxcCAAEAAADXNACN,00B068-00/00-002,NNNGA,N,1.0
AAAxcCAAEAAADXNACO,00B068-00/00-002,APESV,N,2.0
AAAxcCAAEAAADXNACP,00B068-00/00-003,AGRRE,N,1.0
AAAxcCAAEAAADXNACQ,00B068-00/00-004,PPPPP,N,1.0
AAAxcCAAEAAADXNACR,00B068-00/00-004,AVEFA,N,2.0
AAAxcCAAEAAADXNACS,00B068-00/00-004,LOLPE,N,3.0
AAAxcCAAEAAADXNACT,00B068-00/00-005,NNNGA,N,1.0
AAAxcCAAEAAADXNACU,00B068-00/00-005,APESV,N,2.0
AAAxcCAAEAAADXNACV,00B068-00/00-006,AGRRE,N,1.0
AAAxcCAAEAAADXNACW,00B068-00/00-007,PPPPP,N,1.0
AAAxcCAAEAAADXNACX,00B068-00/00-007,AVEFA,N,2.0
AAAxcCAAEAAADXNACY,00B068-00/00-007,LOLPE,N,3.0
AAAxcCAAEAAADXNACZ,00B068-00/00-008,NNNGA,N,1.0
AAAxcCAAEAAADXNACa,00B068-00/00-008,APESV,N,2.0
AAAxcCAAEAAADXNACb,00B068-00/00-009,AGRRE,N,1.0
AAAxcCAAEAAADXNACc,00B068-00/00-010,PPPPP,N,1.0
AAAxcCAAEAAADXNACd,00B068-00/00-010,AVEFA,N,2.0
AAAxcCAAEAAADXNACe,00B068-00/00-010,LOLPE,N,3.0
AAAxcCAAEAAADXNACf,00B068-00/00-011,NNNGA,N,1.0
AAAxcCAAEAAADXNACg,00B068-00/00-011,APESV,N,2.0
AAAxcCAAEAAADXNACh,00B068-00/00-012,AGRRE,N,1.0
AAAxcCAAEAAACeGAAf,034028-61/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAg,034028-62/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAh,034028-63/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAi,034028-64/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAj,034028-65/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAk,034028-66/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAl,034028-67/02-001,SCLOCE_2,N,3.0
AAAxcCAAEAAACeGAAm,034028-60/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAn,034028-61/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAo,034028-62/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAp,034028-63/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAq,034028-64/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAr,034028-65/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAs,034028-66/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAt,034028-67/03-001,ALTEBA,N,
AAAxcCAAEAAACeGAAu,034028-60/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAAv,034028-61/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAAw,034028-62/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAAx,034028-63/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAAy,034028-64/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAAz,034028-65/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAA0,034028-66/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAA1,034028-67/03-001,ALTEBI,N,
AAAxcCAAEAAACeGAA2,034028-60/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA3,034028-61/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA4,034028-62/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA5,034028-63/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA6,034028-64/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA7,034028-65/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA8,034028-66/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA9,034028-67/03-002,SCLESC_1,N,1.0
AAAxcCAAEAAACeGAA+,034028-60/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGAA/,034028-61/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABA,034028-62/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABB,034028-63/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABC,034028-64/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABD,034028-65/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABE,034028-66/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABF,034028-67/03-003,LEPTMA,N,1.0
AAAxcCAAEAAACeGABG,034028-60/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABH,034028-61/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABI,034028-62/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABJ,034028-63/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABK,034028-64/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABL,034028-65/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABM,034028-66/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABN,034028-67/03-004,BOTRCI,N,1.0
AAAxcCAAEAAACeGABO,034028-60/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABP,034028-61/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABQ,034028-62/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABR,034028-63/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABS,034028-64/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABT,034028-65/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABU,034028-66/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABV,034028-67/04-001,ALTEBA,N,1.0
AAAxcCAAEAAACeGABW,034028-60/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABX,034028-61/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABY,034028-62/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABZ,034028-63/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABa,034028-64/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABb,034028-65/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABc,034028-66/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABd,034028-67/04-002,PUCCAL,N,1.0
AAAxcCAAEAAACeGABe,034028-60/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABf,034028-61/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABg,034028-62/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABh,034028-63/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABi,034028-64/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABj,034028-65/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABk,034028-66/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABl,034028-67/04-003,ALTESP,N,1.0
AAAxcCAAEAAACeGABm,034028-60/04-004,PUCCAL,N,1.0
AAAxcCAAEAAACeGABn,034028-61/04-004,PUCCAL,N,1.0
AAAxcCAAEAAACeGABo,034028-62/04-004,PUCCAL,N,1.0
AAAxcCAAEAAACeGABp,034028-63/04-004,PUCCAL,N,1.0
AAAxcCAAEAAACeGABq,034028-64/04-004,PUCCAL,N,1.0
AAAxcCAAEAAACeLAAc,006788-63/00-003,APXXSP,N,1.0
AAAxcCAAEAAACeLAAd,006788-64/00-003,APXXSP,N,1.0
AAAxcCAAEAAACeLAAe,006788-65/00-003,APXXSP,N,1.0
AAAxcCAAEAAACeLAAf,006788-66/00-003,APXXSP,N,1.0
AAAxcCAAEAAACeLAAg,006788-67/00-003,APXXSP,N,1.0
AAAxcCAAEAAACeLAAh,006788-68/00-003,APXXSP,N,1.0
AAAxcCAAEAAACeLAAi,006788-61/00-003,LEPISR,N,2.0
AAAxcCAAEAAACeLAAj,006788-62/00-003,LEPISR,N,2.0
