kode,kodeliste,sprache,kodetext,sperre
EUH 208-0208,70,GB,"Contains castor oil, ethoxylated, oleate. May produce an allergic reaction.",N
euh 208-0209,70,DE,Enthält Dodemorph. Kann allergische Reaktionen hervorrufen.,J
EUH 208-0209,70,GB,Contains dodemorph. May produce an allergic reaction.,N
AP9600,75,DE,Der Mittelaufwand bezieht sich auf die zu behandelnde Fläche,N
NPFRH,31,DE,Nutzung der Früchte (Hagebutten),N
AP9600,75,GB,The dose applies to the area to be treated,N
NPFRH,31,GB,use of the fruit (rose hips),N
AB005,75,GB,Pressure expansion/pressure chamber method,N
AP04020,75,DE,maximaler Mittelaufwand 20 L/ha pro Jahr,N
AP04020,75,GB,maximum application rate 20 L/ha per year,N
AT2423,75,DE,Stecklinge mit der Schnittfläche für 12 Stunden in die Lösung stellen,N
AT2423,75,GB,place cuttings in the solution with the cut end for 12 hours,N
AT2424,75,DE,den unteren Teil der Stecklinge für 5 Sekunden in die Lösung stippen,N
AT2424,75,GB,dip base of the cuttings into the solution for 5 seconds,N
AT2425,75,DE,Stecklinge werden vollständig für 5 Sekunden in die Lösung getaucht,N
AT2425,75,GB,dip cuttings completely into the solution for 5 seconds,N
AP07077,75,DE,"maximaler Mittelaufwand 772,8 g/ha und Saison (maximal 23 Wochen)",N
AP07077,75,GB,maximum application rate 772.8 g/ha and saison (maximum of 23 weeks),N
AP12110,75,DE,maximal 48 Sprühstöße (zu je 40 mg Produkt/Dispenser) im Abstand von 15 Minuten in den Nachtstunden,N
AP12110,75,GB,a maximum of 48 puffs (each 40 mg product/dispenser) in a 15 minutes interval during the night,N
NH685,74,DE,"Auf Packungen mit gebeiztem Saatgut ist folgende Kennzeichnung anzubringen: ""Die Aussaat des behandelten Saatgutes darf nur mit mechanischen Sägeräten erfolgen.""",N
NT711,74,DE,"Für jede Rezeptur muss vor dem Einsatz im Produktionsprozess im Rahmen einer Probebeizung mit Hilfe der Heubach-Methode nachgewiesen und dokumentiert werden, dass die Wirkstoffmenge im Staub, die vom behandelten Saatgut abgerieben werden kann (Heubach a.s.-Wert), den Wert von 0,1 mg Tefluthrin pro 100.000 Samen nicht überschreitet. Dieser Nachweis ist für bestehende Rezepturen erneut vor jeder Beizsaison zu erbringen und zu dokumentieren. Es sind Rückstellproben, die eine Bestimmung des Heubach a.s.-Wertes ermöglichen, des behandelten Saatgutes der Probebeizung und aus dem Produktionsprozess zu ziehen (bei neuen Saatgutchargen und spätestens alle 2 Wochen) und mindestens 12 Monate aufzubewahren. Änderungen in der Art und Menge der eingesetzten Zusatzstoffe oder beim Einsatz neuer Beizgerätetechnik erfordern einen neuen Nachweis.",N
SF635,74,DE,Dicht abschließende Schutzbrille tragen beim Reinigen der Beizgeräte.,N
SF635,74,GB,When cleaning the seed dressing equipment wear tight fitting eye protection.,N
EUH 208-0202,70,DE,Enthält Hymexazol. Kann allergische Reaktionen hervorrufen.,N
EUH 208-0202,70,GB,Contains hymexazol. May produce an allergic reaction.,N
SF264-5,74,DE,Behandelte Flächen/Kulturen erst nach dem Abtrocknen des Spritzbelages wieder betreten. Dabei sind nach Anwendung in Zier- und Baumschulpflanzen lange Arbeitskleidung und festes Schuhwerk zu tragen.,N
SF264-5,74,GB,Treated areas/crops may not be entered until the spray coating has dried. While entering the treated areas/crops following application in ornamentals and nursery long work clothing and sturdy shoes must be worn.,N
SF264-6,74,DE,Behandelte Flächen/Kulturen erst nach dem Abtrocknen des Spritzbelages wieder betreten. Dabei sind nach Anwendung auf Rasen lange Arbeitskleidung und festes Schuhwerk zu tragen.,N
SF264-6,74,GB,Treated areas/crops may not be entered until the spray coating has dried. While entering the treated areas/crops following application in lawn long work clothing and sturdy shoes must be worn.,N
AZ0296,75,GB,"1st treatment BBCH 21-39, 2nd treatment BBCH 41-89",N
HM,4,DE,"Haus- und Kleingartenbereich: Zimmer, Balkone, Terrassen und Wintergärten",J
HM,4,GB,"Amateur gardening: rooms, balconies, patios and conservatories",J
SE0082,75,DE,Eine hinreichende Wirksamkeit ist nicht immer bis zum Reihenschluss gegeben,N
AP12410,75,GB,sufficient gas concentration of 80 % carbon dioxide must be guaranteed in the upper area of the flat store,N
AP12400,75,GB,sufficient gas concentration of approx. 70 % carbon dioxide must be guaranteed in the head area of the silo,N
AB006,75,GB,satisfactory gas-tightness (e.g. under gas-tight sheeting; pressure test recommended),N
TRIEBVL,947,GB,shoot prolongation,N
NH,30,GB,after cutting,N
SE070,75,GB,remove 2-4 binder leaves when removing from storage,N
SOUAU,948,VA,Sorbus aucuparia,N
SANMI,948,VA,Sanquisorba minor,N
EUH 208-0001,70,DE,Enthält Propiconazol. Kann allergische Reaktionen hervorrufen.,N
EUH 208-0002,70,DE,Enthält Propiconazol und Methylketoxim. Kann allergische Reaktionen hervorrufen.,N
CONTPI,947,GB,pea midge (Contarinia pisi),N
CONTPI,947,VA,Contarinia pisi,N
CONTPI,947,DE,Erbsengallmücke (Contarinia pisi),N
ST5001,74,DE,Umluftunabhängigen Atemschutz tragen bei der Ausbringung/Handhabung des Mittels.,N
VN224,74,GB,Cultivation in soil: do not replant crops which are used for the production of food and fodder until at least 1 year after application.,N
GRL100,28,DE,maximal 100 cm zu behandelnde Laubwandhöhe,N
SE035,75,GB,"Only for high snail density for direct drilling or mulching or cultivation in a seed bed with coarse clods
",N
SE091,75,GB,Use only in highly susceptible varieties in conjunction with sites and weather conditions which encourage infestation,N
VV300,74,DE,"Behandlung nur maximal des oberen Drittels der Pflanze, so dass die Behandlung nur auf Blätter, Blüten und den oberen Sprossteil beschränkt bleibt.",N
VV300,74,GB,"Treat only the upper third of the plant at the most so that treatment is restricted to the leaves, flowers and the upper part of the shoot.",N
VV224,74,DE,Grünmais und Silomais nicht verfüttern.,N
WP764,74,DE,"Sollen nach den Birnen andere Erntegüter eingelagert werden, ist der Raum 48 Stunden zu belüften.",N
WP764,74,GB,"In case different crops are to be stored after pears, the room must be aerated for 48 hours.",N
VV224,74,GB,Do not use green maize or silage maize for fodder.,N
EUH 208-0178,70,DE,"Enthält R-p-Mentha-1,8-dien (d-Limonen). Kann allergische Reaktionen hervorrufen.",N
EUH 207-0178,70,GB,"Contains R-p-Mentha-1,8-dien (d-Limonen). May produce allergic reactions.",J
RA169,74,GB,"Contains R-p-Mentha-1,8-dien (d-Limonen). May produce allergic reactions.",J
RA169,74,DE,"Enthält R-p-Mentha-1,8-dien (d-Limonen). Kann allergische Reaktionen hervorrufen.",J
GRL050,28,DE,zu behandelnde Laubwandhöhe bis 50 cm,N
GRL125,28,DE,zu behandelnde Laubwandhöhe 50 - 125 cm,N
KS141,75,GB,for heading lettuce only up to BBCH 41,N
ESE,30,DE,Ende der Seitentriebentwicklung,N
ESE,30,GB,End of side shoot development,N
AP09160,75,DE,maximaler Mittelaufwand für die vorgesehene Kultur pro Jahr 160 l/ha,N
AP09160,75,GB,maximum application rate for the intended crop per year 160 L/ha,N
AP01750,75,DE,"maximaler Mittelaufwand 750 ml/ha (entsprechend maximal 2,5 dt Saatgut pro ha)",N
AP01750,75,GB,maximum application rate 750 mL/ha (equivalent to a maximum of 2.5 dt seeds per ha),N
TRFHY,948,VA,Trifolium hybridum,N
LUPAN,948,VA,Lupinus angustifolius,N
LUPAL,948,VA,Lupinus albus,N
MEDSS,948,VA,Medicago sp.,N
VICSS,948,VA,Vicia sp.,N
TTLSO,948,VA,Triticale (spring),N
TTLWI,948,VA,Triticale (winter),N
GGGGG,948,VA,Gramineae,N
FETAS,948,VA,Festulolium ascendens,N
PHLSS,948,VA,Phleum sp.,N
POASS,948,VA,Poa sp.,N
FESSS,948,VA,Festuca sp.,N
AGSSS,948,VA,Agrostis sp.,N
ALOPR,948,VA,Alopecurus pratensis,N
PANMI,948,VA,Panicum miliaceum,N
SETIT,948,VA,Setaria italica,N
EPHLA,948,VA,Euphorbia lathyris,N
RESLT,948,VA,Reseda luteola,N
AMACR,948,VA,Amaranthus cruentus,N
CAUTI,948,VA,Carthamus tinctorius,N
SINSS,948,VA,Sinapis sp.,N
BRSNI,948,VA,Brassica nigra,N
REYSA,948,VA,Fallopia sachalinensis,N
SF247,74,GB,Contact with treated plants must be avoided until the spray coating has dried.,N
SF5051,74,GB,"Phosphane (formerly hydrogen phosphide) develops in the air or in combination with moisture. This gas is odourless, very toxic for humans and animals, is highly flammable and is self-igniting when exposed to air. Occasionally it can smell of garlic, fish or carbide, caused by impurities. This smell alone is not necessarily evidence of phosphane, since it is easily adsorbed by earth and other materials and only occurs above health-based limit values.
",J
AT1262,75,DE,mit Abdrift mindernden Düsen oder Spritzschirm,N
VH501,74,GB,"The product may only be used by persons holding a certificate of competence for fumigations with products which develop hydrogen phosphide in the soil according to Annex I No. 4.3 of the hazardous substances ordinance (Gefahrstoffverordnung).
",N
AP2015,75,DE,15 Minuten,N
AP2015,75,GB,15 minutes,N
OPOMSP,947,DE,Opomyza spec. (Getreidefliegen),N
OPOMSP,947,VA,Opomyza spec.,N
OPOMSP,947,GB,Opomyza spec. (cereal flies),N
VA269,74,DE,"Die Anwendung des Mittels muss mit einem verlustmindernden Gerät erfolgen, das in das Verzeichnis ""Verlustmindernde Geräte"" vom 14. Oktober 1993 (Bundesanzeiger Nr. 205, S. 9780) in der jeweils geltenden Fassung, mindestens in die Abdriftminderungsklasse 75 % eingetragen ist.",N
VH364-1,74,DE,"Der Gehalt an Ethylenthioharnstoff (ETU) darf 0,5 % des Mancozebgehaltes im Pflanzenschutzmittel nicht überschreiten.",N
VH364-1,74,GB,"The content of ethylenethiourea (ETU) may not exceed 0,5 % of the content of mancozeb in the plant protection product.",N
AP02024,75,GB,maximum application rate 5.1 kg/ha (equivalent to a maximum of 34 dt seed potatoes per ha),N
AP02025,75,GB,maximum application rate 6.75 kg/ha (equivalent to a maximum of 45 dt seed potatoes per ha),N
AP02021,75,DE,"maximaler Mittelaufwand 1,7 l/ha (entsprechend maximal 28 dt Pflanzkartoffeln pro ha)",N
AP02022,75,DE,"maximaler Mittelaufwand 2,7 l/ha (entsprechend maximal 45 dt Pflanzkartoffeln pro ha)",N
AP02023,75,DE,"maximaler Mittelaufwand 4,2 kg/ha (entsprechend maximal 28 dt Pflanzkartoffeln pro ha)",N
AP02024,75,DE,"maximaler Mittelaufwand 5,1 kg/ha (entsprechend maximal 34 dt Pflanzkartoffeln pro ha)",N
AP02025,75,DE,"maximaler Mittelaufwand 6,75 kg/ha (entsprechend maximal 45 dt Pflanzkartoffeln pro ha)",N
AT2193,75,DE,beim Legen der Pflanzkartoffeln in dafür ausgerüsteten Legemaschinen,N
AT2193,75,GB,when placing potatoes in setting machines especially equipped for this purpose,N
SE091,75,DE,Anwendung nur in hoch anfälligen Sorten in Verbindung mit den Befall fördernden Standorten und Witterungsverhältnissen,N
NG724,74,DE,Die Anwendung des Mittels in dieser Kultur ist ausschließlich als Reihen- oder Bandbehandlung zulässig. Dabei dürfen maximal ein Drittel der Fläche behandelt werden. Der zugelassene Mittelaufwand/ha bezieht sich auf die tatsächlich zu behandelnde Fläche in der Reihe oder im Band.,N
NG724,74,GB,An application in this crop is only permitted as a row or band treatment. The maximum area permitted for treatment is no more than one third of the total area. The authorised application rate applies for the actually treated area in the row or band.,N
KO0047,75,DE,Jungpflanzen nach dem Auspflanzen,N
KO0047,75,GB,young plants after planting out,N
SF276-28GE,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen innerhalb von 28 Tagen nach der Anwendung in Gemüse lange Arbeitskleidung und festes Schuhwerk sowie Schutzhandschuhe getragen werden.",N
SF276-28GE,74,GB,"During the first 28 days after application in vegetables, it must be ensured that long-sleeved working clothes, sturdy footwear and protective gloves are worn during successive work/inspections with direct contact with the treated crops/areas.",N
SF644,74,DE,"Keine manuelle Ernte.",N
SF644,74,GB,No manual harvest.,N
AP01081,75,DE,maximaler Mittelaufwand 80 ml/ha (entsprechend maximal 200 kg Saatgut pro ha),N
AP01081,75,GB,maximum application rate 80 mL/ha (equivalent to a maximum of 200 kg seeds per ha),N
AP00191,75,DE,"maximaler Mittelaufwand 191 g/ha (entsprechend maximal 2,1 Saatguteinheiten bzw. 105.000 Körner pro ha)",N
AP00191,75,GB,maximum application rate 191 g/ha (equivalent to a maximum of 2.1 seed units or 105.000 seeds per ha),N
KO0251,75,DE,Grünlandvernichtung oder Graslandvernichtung,N
KO0251,75,GB,grassland destruction,N
NT306-0/2,74,DE,"Zum Schutz von nicht zu bekämpfenden Insekten und anderen Gliederfüßern darf die Anwendung des Pflanzenschutzmittels nur auf maximal 9/10 der zu behandelnden Anbaufläche erfolgen. Die unbehandelte Teilfläche dient diesen Arten als Überlebensraum und ist daher während des Kulturverlaufs auch von der Behandlung mit anderen Mitteln mit den Anwendungsbestimmungen NT306-0, NT306-50, NT306-75 und NT306-90 auszunehmen.
Die unbehandelte Teilfläche ist vorzugsweise als Randstreifen mit Mindestbreiten von 5 m und einem reduzierten Düngereinsatz vorzusehen.
Die Vorgaben dieser Anwendungsbestimmung sind vom 01.12.2024 an zu erfüllen. Ihre Rechtswirkungen treten erst ab dem genannten Datum ein.
",N
NT306-0/2,74,GB,"To protect non-target insects and other non-target arthropods, the plant protection product may only be used on a maximum of 90 % of the cultivated area. The untreated part of the area serves as a refuge for these species and is therefore to be excluded from treatment with other products that are assigned with the risk mitigation measures NT306-0, NT306-50, NT306-75 or NT306-90 during the cultivation period of the crop.
The untreated area should preferably be provided as a border strip with a minimum width of 5 m and a reduced use of fertilizer.
The requirements of this direction of use are to be met from 01.12.2024. Their legal effects shall only take effect from the date stated.
",N
NT306-50/3,74,DE,"Zum Schutz von nicht zu bekämpfenden Insekten und anderen Gliederfüßern darf die Anwendung des Pflanzenschutzmittels nur auf maximal 9/10 der zu behandelnden Anbaufläche erfolgen. Die unbehandelte Teilfläche dient diesen Arten als Überlebensraum und ist daher während des Kulturverlaufs auch von der Behandlung mit anderen Mitteln mit den Anwendungsbestimmungen NT306-0, NT306-50, NT306-75 und NT306-90 auszunehmen. Die Anwendung des Mittels muss in einer Breite von mindestens 20 m zur angrenzenden unbehandelten Teilfläche mit einem verlustmindernden Gerät erfolgen, das in das Verzeichnis ""Verlustmindernde Geräte"" gemäß der Bekanntmachung vom 10. September 2013 (BAnz AT 23.10.2013 B4) in der jeweils geltenden Fassung, mindestens in die Abdriftminderungsklasse 50 % eingetragen ist. Die unbehandelte Teilfläche ist vorzugsweise als Randstreifen mit Mindestbreiten von 5 m und einem reduzierten Düngereinsatz vorzusehen. Die Vorgaben dieser Anwendungsbestimmung sind vom 01.12.2024 an zu erfüllen. Ihre Rechtswirkungen treten erst ab dem genannten Datum ein.",N
NT306-50/3,74,GB,"To protect non-target insects and other non-target arthropods, the plant protection product may only be used on a maximum of 90 % of the cultivated area. The untreated part of the area serves as a refuge for these species and is therefore to be excluded from treatment with other products that are assigned with the risk mitigation measures NT306-0, NT306-50, NT306-75 or NT306-90 during the cultivation period of the crop. In a strip at least 20 m wide adjacent to other areas, the product must be applied using drift-reducing equipment which is registered in the index of 'Loss Reducing Equipment' of 10 September 2013 (Federal Gazette AT 23.10.2013 B4) as amended, and registered in at least drift-reducing class 50 %. The untreated area should preferably be provided as a border strip with a minimum width of 5 m and a reduced use of fertilizer.
The requirements of this direction of use are to be met from 01.12.2024. Their legal effects shall only take effect from the date stated.
",N
NT306-75/3,74,DE,"Zum Schutz von nicht zu bekämpfenden Insekten und anderen Gliederfüßern darf die Anwendung des Pflanzenschutzmittels nur auf maximal 9/10 der zu behandelnden Anbaufläche erfolgen. Die unbehandelte Teilfläche dient diesen Arten als Überlebensraum und ist daher während des Kulturverlaufs auch von der Behandlung mit anderen Mitteln mit den Anwendungsbestimmungen NT306-0, NT306-50, NT306-75 und NT306-90 auszunehmen. Die Anwendung des Mittels muss in einer Breite von mindestens 20 m zur angrenzenden unbehandelten Teilfläche mit einem verlustmindernden Gerät erfolgen, das in das Verzeichnis ""Verlustmindernde Geräte"" gemäß der Bekanntmachung vom 10. September 2013 (BAnz AT 23.10.2013 B4) in der jeweils geltenden Fassung, mindestens in die Abdriftminderungsklasse 75 % eingetragen ist. Die unbehandelte Teilfläche ist vorzugsweise als Randstreifen mit Mindestbreiten von 5 m und einem reduzierten Düngereinsatz vorzusehen. Die Vorgaben dieser Anwendungsbestimmung sind vom 01.12.2024 an zu erfüllen. Ihre Rechtswirkungen treten erst ab dem genannten Datum ein.",N
NG473.1152,74,GB,"This application is only permitted if no products containing the active substance Ametoctradin have been used on the same area within the two previous calendar years.
This restriction does not apply if the application is carried out on completely sealed surfaces where the entry of the product into the soil can be excluded.",N
WP682-1,74,DE,"Futter oder Einstreu, das von mit dem Mittel behandelten Flächen stammt, sowie Gülle, Jauche, Mist oder Kompost von Tieren, deren Futter oder Einstreu von behandelten Flächen stammt, darf nur im eigenen Betrieb verwendet werden.",N
WP682-1,74,GB,"Food or litter, accruing from areas treated with the product, as well as manure, liquid manure or compost from animals, whose feed or litter comes from treated areas, may be used only on the home front.",N
WP683-1,74,GB,"Manure, liquid manure or compost from animals whose feed or litter accrue from areas treated with the product, may be applied only to grassland to cereals or maize. All other crops might be damaged.",N
NG340,74,DE,Auf derselben Fläche in den folgenden zwei Kalenderjahren keine Anwendung von Pflanzenschutzmitteln mit dem Wirkstoff Azoxystrobin.,J
NG340,74,GB,Products containing the active substance azoxystrobin may not be used in the following two calendar years on the same area.,J
NS660-1,74,DE,"Die Anwendung des Mittels auf Freilandflächen, die nicht landwirtschaftlich, forstwirtschaftlich oder gärtnerisch genutzt werden, ist nur mit einer Genehmigung der zuständigen Behörde zulässig. Zu diesen Flächen gehören alle nicht durch Gebäude oder Überdachungen ständig abgedeckten Flächen, wozu auch Verkehrsflächen jeglicher Art wie Gleisanlagen, Straßen-, Wege-, Hof- und Betriebsflächen sowie sonstige durch Tiefbaumaßnahmen veränderte Landflächen gehören. Zuwiderhandlungen können mit einem Bußgeld bis zu einer Höhe von 50.000 Euro geahndet werden.",N
NG3401,74,DE,Auf derselben Fläche im folgenden Kalenderjahr keine Anwendung von Pflanzenschutzmitteln mit dem Wirkstoff Azoxystrobin.,N
NG3401,74,GB,Products containing the active substance azoxystrobin may not be used in the following calendar year on the same area.,N
NW713,74,DE,Der Zeitraum zwischen den Behandlungen mit diesem Mittel darf 3 Monate nicht unterschreiten.,N
NW810,74,DE,"Auf Packungen mit gebeiztem Saatgut ist folgende Kennzeichnung anzubringen: ""Keine Ausbringung auf gedrainten Flächen zwischen dem 01. November und dem 15. März.""",N
NW810,74,GB,"On packaging containing dressed seeds, the following label is necessary: ""Do not sow on drained surfaces between 1 November and 15 March.""",N
HT1212-1,74,DE,"Für den Haus- und Kleingartenbereich entfällt ST1212: ""Partikelfiltrierende Halbmaske FFP2 oder Halbmaske mit Partikelfilter P2 (Kennfarbe: weiß) gemäß BVL-Richtlinie für die Anforderungen an die persönliche Schutzausrüstung im Pflanzenschutz, in der jeweils geltenden Fassung, tragen bei der Ausbringung/Handhabung des anwendungsfertigen Mittels in geschlossenen Räumen.""",N
HT1222-1,74,GB,"ST1222 (""Wear particle-filtering half mask FFP2 or half mask with particle filter P2 (identification colour: white) according to the BVL guideline ""Personal protective equipment for handling plant protection products"", current version, when applying/handling the product ready for application in bush and tree cultures."") does not apply to home and garden use.",N
HT1222-1,74,DE,"Für den Haus- und Kleingartenbereich entfällt ST1222: ""Partikelfiltrierende Halbmaske FFP2 oder Halbmaske mit Partikelfilter P2 (Kennfarbe: weiß) gemäß BVL-Richtlinie für die Anforderungen an die persönliche Schutzausrüstung im Pflanzenschutz, in der jeweils geltenden Fassung, tragen bei der Ausbringung/Handhabung des anwendungsfertigen Mittels in Raumkulturen"".",N
PUCCRC,947,DE,Becherrost der Stachelbeere (Puccinia ribesii-caricis),N
PUCCRC,947,GB,leaf rust of gooseberry (Puccinia ribesii-caricis),N
PUCCRC,947,VA,Puccinia ribesii-caricis,N
NZ114,74,DE,"Bei der Anwendung des Mittels entstehen Anwendungsflüssigkeiten, die mindestens einen Stoff enthalten, der für Gewässer als gefährlich eingestuft wird. Die Anwendungsflüssigkeiten müssen durch geeignete Auffangsysteme gesammelt und gemäß den Vorgaben des Kreislaufwirtschaftsgesetzes (KrWG) fachgerecht entsorgt werden. Dies gilt auch für Restflüssigkeiten, die beim Abtropfen nach einer Behandlung anfallen.",N
NZ114,74,GB,When applying the product fluids will be formed containing at least one substance which is classified as hazardous to aquatic life. Fluids left over from application have to be collected with adequate catching systems and disposed of professionally in accordance with the re-quirements of the German Circular Economy Act (KrWG). This also applies to fluids which occur due to dripping after a treatment.,N
NT664,74,DE,Der Köder muss unter Verwendung einer handelsüblichen Legeflinte tief und unzugänglich für Vögel in die Nagetiergänge eingebracht werden. Es dürfen keine Köder an der Oberfläche zurückbleiben.,N
NT664,74,GB,The bait must be placed deep down in the rodent burrows by using a commercially available bait dispenser to make it inaccessible for birds. There shall be no bait left on the surface.,N
AT0381,75,DE,auf den Boden,N
AT0381,75,GB,on the soil,N
AT0351,75,DE,zur Bodenbehandlung,N
AT0351,75,GB,for soil treatment,N
AP1260,75,DE,Mindestaufwand 50 g/m³,N
AP1260,75,GB,minimum dose rate 50 g/m³,N
AP01009,75,DE,"maximaler Mittelaufwand 0,9 ml/ha (entsprechend maximal 0,9 kg Saatgut pro ha)",N
AP01009,75,GB,maximum application rate 0.9 mL/ha (equivalent to a maximum 0.9 kg seeds per ha),N
EUH 208-0224,70,DE,Enthält POE-(5)-3-Isotridecyloxypropanamin. Kann allergische Reaktionen hervorrufen.,N
EUH 208-0224,70,GB,Contains POE-(5)-3-isotridecyloxypropanamine. May produce an allergic reaction.,N
AP010077,75,DE,"maximaler Mittelaufwand 0,77 ml/ha (entsprechend maximal 0,77 kg Saatgut pro ha)",N
AP010077,75,GB,maximum application rate 0.77 mL/ha (equivalent to a maximum 0.77 kg seeds per ha),N
AP010060,75,DE,maximaler Mittelaufwand 60 ml/ha (entsprechend maximal 60 kg Saatgut pro ha),N
AP010060,75,GB,maximum application rate 60 mL/ha (equivalent to a maximum 60 kg seeds per ha),N
AP010022,75,DE,"maximaler Mittelaufwand 2,2 ml/ha (entsprechend maximal 2,2 kg Saatgut pro ha)",N
SF275-7OS,74,GB,"During the first 7 days after application in fruit-tree crops and cane fruits, it must be ensured that long-sleeved working clothes and sturdy footwear are worn during successive work/inspections with direct contact with the treated crops/areas.",N
SF275-14HO,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen innerhalb von 14 Tagen nach der Anwendung in Hopfen lange Arbeitskleidung und festes Schuhwerk getragen werden.",N
SF275-14HO,74,GB,"During the first 14 days after application in hops, it must be ensured that long-sleeved working clothes and sturdy footwear are worn during successive work/inspections with direct contact with the treated crops/areas.",N
SF276-28OS,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen innerhalb von 28 Tagen nach der Anwendung in Obstbaumkulturen und in Strauchbeerenobst lange Arbeitskleidung und festes Schuhwerk sowie Schutzhandschuhe getragen werden.",N
EUH 208-0273,70,DE,Enthält (Phenylmethoxy)methanol (CAS-Nr 14548-60-8). Kann allergische Reaktionen hervorrufen.,N
EUH 208-0273,70,GB,Contains (benzyloxy)methanol (CAS 14548-60-8). May produce an allergic reaction.,N
00407,30,DE,April bis Juli,N
00407,30,GB,April to July,N
GOT,27,DE,gießen oder tauchen,N
GOT,27,GB,dipping or douse,N
AP70000,75,DE,entspricht 70.000 Pflanzen/ha,N
AP70000,75,GB,equivalent to 70.000 plants/ha,N
NG371.1189,74,DE,"Zum Schutz des Grundwassers dürfen innerhalb eines Kalenderjahres folgende Parameter nicht überschritten werden:
1. die sich aus Wirkstoffgehalt, festgelegter Aufwandmenge des Mittels und festgelegter Zahl der Behandlungen ergebende maximale Aufwandmenge des Wirkstoffs Flupyradifurone pro Hektar, 
2. die für die Kultur und je Jahr festgesetzte maximale Zahl der Behandlungen.
Hierbei sind auch andere Anwendungen von Pflanzenschutzmitteln mit diesem Wirkstoff auf derselben Fläche zu berücksichtigen.",N
NG371.1189,74,GB,"To protect the groundwater, during one calendar year the following parameters must not be exceeded:
1. the maximum application rate of the active substance flupyradifurone per hectare resulting from the content of active substance, the specified application rate of the product and the specified number of treatments, 
2. the maximum number of treatments for the crop and per year. 
When considering the maximum application rate and the maximum number of treatments, other applications of plant protection products containing this active substance on the same area have to be taken into account.",N
NG372.1189,74,DE,"Diese Anwendung darf nur erfolgen, wenn auf derselben Fläche im vorhergehenden Kalenderjahr kein Mittel, das den Wirkstoff Flupyradifurone enthält, ausgebracht wurde.",N
NG372.1189,74,GB,This application is only permitted if no products containing the active substance flupyradifurone have been used on the same area within the previous calendar year.,N
NG373.1189,74,DE,"Diese Anwendung darf nur erfolgen, wenn auf derselben Fläche in den zwei vorhergehenden Kalenderjahren kein Mittel, das den Wirkstoff Flupyradifurone enthält, ausgebracht wurde.",N
NG373.1189,74,GB,This application is only permitted if no products containing the active substance flupyradifurone have been used on the same area within the two previous calendar years.,N
VV611,74,GB,"Remove leaves from small radishes before placing on the market. 
Leaf removal may be omitted if pre-harvest sampling ensures that the entire product complies with the requirements of Regulation (EC) No. 396/2005.",N
NT714-4,74,GB,"At the beginning of the production process it must be demonstrated and documented for each formulation that the amount of active substance which might be abraded by dust (Heubach a.s. value) does not exceed 5.4 mg cyantraniliprole per 100,000 seeds. This evidence must be submitted and documented for all formulations once every calendar year or at the beginning of the treatment season after intermission of the production. Retention samples of treated seeds from the production process allowing the determination of the Heubach-a.s. value must be taken from new seed batches or every two weeks at the latest. These retention samples shall be retained for at least 12 months. Changes in the nature and quantity of the adjuvants used or changes in the use of new dressing equipment technology require new evidence. When the Heubach a.s. value exceeds 5.4 mg cyantraniliprole per 100,000 seeds, treated seeds may not be marketed.",N
VN289,74,DE,"Es ist sicherzustellen, dass 125 Tage nach der letzten Anwendung des Produkts auf nachfol-genden Kulturen auf derselben Parzelle oder demselben Feld keine Clopyralid-Produkte verwendet werden.",N
VN289,74,GB,"It must be ensured that 125 days after the last application of the product, no clopyralid products are used on crops grown on the same plot or field.",N
NG371.0927,74,DE,"Zum Schutz des Grundwassers dürfen innerhalb eines Kalenderjahres folgende Parameter nicht überschritten werden:
1. die sich aus Wirkstoffgehalt, festgelegter Aufwandmenge des Mittels und festgelegter Zahl der Behandlungen ergebende maximale Aufwandmenge des Wirkstoffs Carfentrazone pro Hektar, 
2. die für die Kultur und je Jahr festgesetzte maximale Zahl der Behandlungen.
Hierbei sind auch andere Anwendungen von Pflanzenschutzmitteln mit diesem Wirkstoff auf derselben Fläche zu berücksichtigen.",N
NG371.0927,74,GB,"To protect the groundwater, during one calendar year the following parameters must not be exceeded:
1. the maximum application rate of the active substance carfentrazone per hectare resulting from the content of active substance, the specified application rate of the product and the specified number of treatments, 
2. the maximum number of treatments for the crop and per year. 
When considering the maximum application rate and the maximum number of treatments, other applications of plant protection products containing this active substance on the same area have to be taken into account.",N
NG372.0927,74,DE,"Diese Anwendung darf nur erfolgen, wenn auf derselben Fläche im vorhergehenden Kalenderjahr kein Mittel, das den Wirkstoff Carfentrazone enthält, ausgebracht wurde.",N
NG372.0927,74,GB,This application is only permitted if no products containing the active substance carfentrazone have been used on the same area within the previous calendar year.,N
NG373.0927,74,DE,"Diese Anwendung darf nur erfolgen, wenn auf derselben Fläche in den zwei vorhergehenden Kalenderjahren kein Mittel, das den Wirkstoff Carfentrazone enthält, ausgebracht wurde.",N
NG373.0927,74,GB,This application is only permitted if no products containing the active substance carfentrazone have been used on the same area within the two previous calendar years.,N
NP74D,30,DE,7-14 Tage nach dem Pflanzen,N
